Statistical Year,Region Code,Region Name,Village Name,Ordinary Households,Institutional Households,Single-person Households,Ordinary Households - Male,Institutional Households - Male,Single-person Households - Male,Ordinary Households - Female,Institutional Households - Female,Single-person Households - Female
111,65000260011,新北市貢寮區,和美里,230,0,118,444,0,62,426,0,56
111,65000270001,新北市金山區,和平里,117,0,72,199,0,38,201,0,34
111,65000270002,新北市金山區,大同里,170,0,108,288,0,55,329,0,53
111,65000270003,新北市金山區,豐漁里,117,0,54,258,0,30,246,0,24
111,65000270004,新北市金山區,磺港里,409,0,143,859,0,82,857,0,61
111,65000270005,新北市金山區,美田里,1057,0,438,1906,0,204,2102,0,234
111,65000270006,新北市金山區,五湖里,445,0,180,831,0,112,821,0,68
111,65000270007,新北市金山區,重和里,272,0,290,466,0,148,458,0,142
111,65000270008,新北市金山區,兩湖里,92,0,44,193,0,31,169,0,13
111,65000270009,新北市金山區,六股里,172,0,73,337,0,51,309,0,22
111,65000270010,新北市金山區,三界里,130,0,75,265,0,45,319,0,30
111,65000270011,新北市金山區,清泉里,204,0,85,412,0,55,379,0,30
111,65000270012,新北市金山區,萬壽里,111,0,69,204,0,31,211,0,38
111,65000270013,新北市金山區,西湖里,32,0,25,86,0,18,63,0,7
111,65000270014,新北市金山區,永興里,134,0,92,238,0,70,257,0,22
111,65000270015,新北市金山區,金美里,1393,0,654,2335,0,308,2577,0,346
111,65000280001,新北市萬里區,萬里里,1094,0,399,2190,0,212,2268,0,187
111,65000280002,新北市萬里區,龜吼里,552,1,462,1020,174,227,1105,41,235
111,65000280003,新北市萬里區,野柳里,810,0,291,1513,0,141,1688,0,150
111,65000280004,新北市萬里區,大鵬里,674,0,334,1308,0,174,1317,0,160
111,65000280005,新北市萬里區,磺潭里,139,0,99,290,0,59,268,0,40
111,65000280006,新北市萬里區,雙興里,238,0,164,455,0,105,425,0,59
111,65000280007,新北市萬里區,溪底里,163,0,114,295,0,76,257,0,38
111,65000280008,新北市萬里區,崁脚里,96,0,75,174,0,41,180,0,34
111,65000280009,新北市萬里區,中幅里,270,0,101,546,0,58,579,0,43
111,65000280010,新北市萬里區,北基里,735,0,706,1089,0,361,1174,0,345
111,65000290001,新北市烏來區,烏來里,608,0,287,1215,0,151,1321,0,136
111,65000290002,新北市烏來區,忠治里,396,0,159,828,0,86,889,0,73
111,65000290003,新北市烏來區,福山里,161,0,53,377,0,26,381,0,27
111,65000290004,新北市烏來區,信賢里,120,0,73,246,0,37,272,0,36
111,65000290005,新北市烏來區,孝義里,35,0,9,134,0,6,115,0,3
